시간,시작가,고가,저가,종가,거래량,macd,macd_s,macd_d,vwap,sar
07/27/24 17:04:00,68129.1,68147.8,68121.7,68137.0,92.094,-14.609416865641833,-23.35253011546638,8.743113249824546,68072.32455747794,68019.12015999999
07/27/24 17:05:00,68137.0,68149.6,68106.3,68106.4,58.782,-12.519577656246838,-21.185939623622474,8.666361967375636,68073.30754194374,68031.98814399999
07/27/24 17:06:00,68106.3,68106.4,68070.0,68083.2,55.555,-12.590278245392255,-19.46680734797643,6.8765291025841755,68070.2316421832,68046.10156672
07/27/24 17:07:00,68083.2,68100.0,68070.4,68089.8,37.002,-11.97569576400565,-17.968585031182275,5.992889267176626,68068.54264852928,68058.5213787136
07/27/24 17:08:00,68089.9,68110.9,68089.7,68089.8,65.081,-11.357710107491584,-16.64641004644414,5.288699938952554,68069.18391197767,68069.45081326798
07/27/24 17:09:00,68089.7,68100.0,68089.7,68094.1,32.05,-10.40108077423065,-15.397344192001443,4.996263417770793,68069.98013970512,68070.4
07/27/24 17:10:00,68094.2,68094.2,68085.8,68089.6,25.636,-9.892028381800628,-14.29628102996128,4.404252648160652,68073.48144802982,68079.904
07/27/24 17:11:00,68089.5,68089.6,68075.9,68076.0,29.097,-10.465368776553078,-13.530098579279642,3.064729802726564,68077.16854452956,68149.6
07/27/24 17:12:00,68075.9,68098.9,68075.9,68091.4,48.584,-9.566813601195463,-12.737441583662807,3.1706279824673445,68082.3165538066,68148.126
07/27/24 17:13:00,68091.5,68091.5,68079.1,68089.1,19.574,-8.937269647838548,-11.977407196497955,3.0401375486594073,68090.43816422985,68146.68148
07/27/24 17:14:00,68089.1,68089.2,68050.0,68066.2,82.315,-10.168968605765258,-11.615719478351416,1.4467508725861578,68096.25902511415,68145.2658504
07/27/24 17:15:00,68066.2,68075.8,68029.0,68029.0,104.598,-13.985610597257619,-12.089697702132657,-1.8959128951249618,68092.76510486945,68141.455216384
07/27/24 17:16:00,68028.8,68036.8,68028.4,68032.2,30.215,-16.56120633876708,-12.983999429459542,-3.5772069093075363,68089.01775729588,68134.70790340095
07/27/24 17:17:00,68032.2,68052.7,68031.8,68052.6,24.581,-16.763041106722085,-13.739807764912051,-3.023233341810034,68085.0623730083,68126.20327112888
07/27/24 17:18:00,68052.6,68052.7,68029.7,68031.2,47.122,-18.43726445932407,-14.679299103794454,-3.757965355529615,68074.65788629171,68118.37900943856
07/27/24 17:19:00,68031.2,68045.9,68011.8,68037.7,70.219,-19.020348117817775,-15.547508906599118,-3.4728392112186572,68066.14157111544,68111.18068868348
07/27/24 17:20:00,68037.6,68073.1,68034.7,68056.1,86.941,-17.792617672268534,-15.996530659733002,-1.7960870125355317,68063.10692455592,68101.24261981514
07/27/24 17:21:00,68056.0,68056.1,68020.3,68029.5,27.104,-18.74989304773044,-16.54720313733249,-2.2026899103979467,68060.75825433036,68092.29835783363
07/27/24 17:22:00,68029.4,68032.3,68018.9,68030.0,50.069,-19.24633508779516,-17.087029527425027,-2.1593055603701323,68054.81148067044,68084.24852205027
07/27/24 17:23:00,68030.0,68030.0,68014.0,68014.1,33.688,-20.684330018470064,-17.806489625634036,-2.8778403928360277,68051.17880341054,68077.00366984525
07/27/24 17:24:00,68014.1,68022.1,68010.0,68010.1,36.731,-21.89433368187747,-18.624058436882724,-3.270275244994746,68047.76994640329,68070.48330286072
07/27/24 17:25:00,68010.1,68029.9,68010.0,68029.8,33.116,-21.02132420243288,-19.103511589992756,-1.9178126124401231,68045.22999811475,68063.22530651744
07/27/24 17:26:00,68029.8,68035.1,67977.5,67984.1,287.471,-23.74336721195141,-20.031482714384488,-3.7118844975669205,68028.70288048263,68056.83826973535
07/27/24 17:27:00,67984.2,67984.2,67972.8,67973.5,47.993,-26.45102635375224,-21.31539144225804,-5.135634911494201,68024.93844459484,68045.73091197241
07/27/24 17:28:00,67973.5,67973.6,67960.7,67960.8,72.417,-29.28408093660255,-22.909129341126945,-6.374951595475604,68016.62019910428,68035.1
07/27/24 17:29:00,67960.8,67996.7,67960.8,67987.4,123.838,-29.048051553516416,-24.136913783604843,-4.911137769911573,68009.14794245356,68021.708
07/27/24 17:30:00,67987.4,67991.4,67985.0,67991.4,29.524,-28.213008002043352,-24.952132627292546,-3.260875374750807,68007.81756398929,68010.72656
07/27/24 17:31:00,67991.4,68008.4,67988.3,68004.2,64.043,-26.216173219538177,-25.204940745741673,-1.011232473796504,68006.41929707001,67960.7
07/27/24 17:32:00,68004.1,68004.2,67977.0,67977.0,78.256,-26.52274228486931,-25.468501053567202,-1.0542412313021075,68003.46697435851,67961.654
07/27/24 17:33:00,67977.1,67977.1,67965.9,67965.9,47.812,-27.346148335651378,-25.844030509984037,-1.5021178256673409,67999.92707234426,67962.58892
07/27/24 17:34:00,67966.0,67966.0,67962.1,67962.1,23.508,-27.98276392147818,-26.271777192282865,-1.7109867291953158,67994.0511077856,68008.4
07/27/24 17:35:00,67962.2,67962.2,67920.0,67920.0,122.956,-31.521049478222267,-27.32163164947075,-4.199417828751518,67985.97304120836,68007.47399999999
07/27/24 17:36:00,67920.1,67940.5,67916.7,67940.4,77.377,-32.30664586053172,-28.318634491682943,-3.988011368848774,67980.23247497831,68003.97503999999
07/27/24 17:37:00,67940.4,67940.5,67912.6,67929.5,108.553,-33.42349036678206,-29.339605666702766,-4.083884700079295,67974.13067792426,67998.73853759999
07/27/24 17:38:00,67929.6,67934.5,67864.8,67883.9,257.818,-37.55522335182468,-30.98272920372715,-6.57249414809753,67958.11032359971,67991.84745459199
07/27/24 17:39:00,67883.9,67894.0,67867.6,67886.5,115.913,-40.156948928692145,-32.81757314872015,-7.339375779971995,67950.63326874694,67979.1427091328
07/27/24 17:40:00,67886.4,67925.3,67869.3,67916.7,104.925,-39.32859205668501,-34.11977693031312,-5.2088151263718885,67935.89307163593,67967.70843821952
